479 290 255 1 0 821179977 0 148 0.000000
487 288 255 1 0 821179977 0 148 0.000000
503 283 255 1 0 821179977 0 148 0.000000
528 277 255 1 0 821179977 0 148 0.000000
561 268 255 1 0 821179977 0 148 0.000000
591 261 255 1 0 821179977 0 148 0.000000
618 257 255 1 0 821179977 0 148 0.000000
642 252 255 1 0 821179977 0 148 0.000000
658 248 255 1 0 821179977 0 148 0.000000
667 245 255 1 0 821179978 0 148 0.000000
670 243 255 1 0 821179978 0 148 0.000000
671 243 255 1 0 821179978 0 148 0.000000
671 242 255 1 0 821179978 0 148 0.000000
671 241 255 1 0 821179978 0 148 0.000000
670 239 255 1 0 821179978 0 148 0.000000
667 236 255 1 0 821179978 0 148 0.000000
664 234 255 1 0 821179978 0 148 0.000000
657 233 255 1 0 821179978 0 148 0.000000
649 233 255 1 0 821179978 0 148 0.000000
639 235 255 1 0 821179978 0 148 0.000000
633 239 255 1 0 821179978 0 148 0.000000
628 243 255 1 0 821179978 0 148 0.000000
625 247 255 1 0 821179978 0 148 0.000000
623 249 255 1 0 821179978 0 148 0.000000
623 245 255 1 0 821179978 0 148 0.000000
0 0 0 0 0 0 0 0 0.000000
474 129 255 1 1 0 0 833631434 0.000000
463 131 255 1 0 0 0 0 0.000000
451 135 255 1 0 0 0 0 0.000000
439 140 255 1 0 0 0 0 0.000000
425 150 255 1 0 0 0 0 0.000000
413 160 255 1 0 0 0 0 0.000000
403 169 255 1 0 0 0 0 0.000000
389 180 255 1 0 0 0 0 0.000000
373 196 255 1 0 0 0 0 0.000000
361 211 255 1 0 0 0 0 0.000000
347 231 255 1 0 0 0 0 0.000000
340 242 255 1 0 0 0 0 0.000000
337 252 255 1 0 0 0 0 0.000000
336 262 255 1 0 0 0 0 0.000000
336 274 255 1 0 0 0 0 0.000000
336 287 255 1 0 0 0 0 0.000000
341 303 255 1 0 0 0 0 0.000000
347 315 255 1 0 0 0 0 0.000000
354 328 255 1 0 0 0 0 0.000000
361 338 255 1 0 0 0 0 0.000000
370 347 255 1 0 0 0 0 0.000000
379 357 255 1 0 0 0 0 0.000000
387 363 255 1 0 0 0 0 0.000000
396 366 255 1 0 0 0 0 0.000000
402 367 255 1 0 0 0 0 0.000000
409 367 255 1 0 0 0 0 0.000000
417 365 255 1 0 0 0 0 0.000000
427 358 255 1 0 0 0 0 0.000000
440 347 255 1 0 0 0 0 0.000000
451 335 255 1 0 0 0 0 0.000000
467 312 255 1 0 0 0 0 0.000000
482 288 255 1 0 0 0 0 0.000000
494 268 255 1 0 0 0 0 0.000000
502 253 255 1 0 0 0 0 0.000000
506 241 255 1 0 0 0 0 0.000000
509 233 255 1 0 0 0 0 0.000000
510 227 255 1 0 0 0 0 0.000000
511 221 255 1 0 0 0 0 0.000000
511 218 255 1 0 0 0 0 0.000000
511 215 255 1 0 0 0 0 0.000000
511 212 255 1 0 0 0 0 0.000000
510 210 255 1 0 0 0 0 0.000000
508 208 255 1 0 0 0 0 0.000000
505 207 255 1 0 0 0 0 0.000000
502 207 255 1 0 0 0 0 0.000000
499 210 255 1 0 0 0 0 0.000000
494 214 255 1 0 0 0 0 0.000000
489 221 255 1 0 0 0 0 0.000000
483 233 255 1 0 0 0 0 0.000000
475 246 255 1 0 0 0 0 0.000000
467 264 255 1 0 0 0 0 0.000000
460 284 255 1 0 0 0 0 0.000000
456 298 255 1 0 0 0 0 0.000000
453 310 255 1 0 0 0 0 0.000000
452 323 255 1 0 0 0 0 0.000000
452 332 255 1 0 0 0 0 0.000000
455 342 255 1 0 0 0 0 0.000000
462 354 255 1 0 0 0 0 0.000000
472 364 255 1 0 0 0 0 0.000000
486 374 255 1 0 0 0 0 0.000000
513 387 255 1 0 0 0 0 0.000000
546 398 255 1 0 0 0 0 0.000000
593 406 255 1 0 0 0 0 0.000000
635 407 255 1 0 0 0 0 0.000000
688 403 255 1 0 0 0 0 0.000000
741 390 255 1 0 0 0 0 0.000000
793 374 255 1 0 0 0 0 0.000000
834 355 255 1 0 0 0 0 0.000000
872 330 255 1 0 0 0 0 0.000000
895 312 255 1 0 0 0 0 0.000000
909 296 255 1 0 0 0 0 0.000000
920 282 255 1 0 0 0 0 0.000000
927 269 255 1 0 0 0 0 0.000000
931 256 255 1 0 0 0 0 0.000000
932 247 255 1 0 0 0 0 0.000000
932 237 255 1 0 0 0 0 0.000000
930 229 255 1 0 0 0 0 0.000000
