630 195 255 1 1 821179967 0 148 0.000000
621 197 255 1 0 821179967 0 148 0.000000
612 199 255 1 0 821179967 0 148 0.000000
602 202 255 1 0 821179967 0 148 0.000000
593 206 255 1 0 821179967 0 148 0.000000
583 210 255 1 0 821179967 0 148 0.000000
574 214 255 1 0 821179967 0 148 0.000000
566 220 255 1 0 821179967 0 148 0.000000
557 225 255 1 0 821179967 0 148 0.000000
550 232 255 1 0 821179968 0 148 0.000000
546 238 255 1 0 821179968 0 148 0.000000
542 244 255 1 0 821179968 0 148 0.000000
539 248 255 1 0 821179968 0 148 0.000000
539 250 255 1 0 821179968 0 148 0.000000
538 253 255 1 0 821179968 0 148 0.000000
538 255 255 1 0 821179968 0 148 0.000000
538 258 255 1 0 821179968 0 148 0.000000
541 263 255 1 0 821179968 0 148 0.000000
546 268 255 1 0 821179968 0 148 0.000000
554 273 255 1 0 821179968 0 148 0.000000
566 277 255 1 0 821179968 0 148 0.000000
578 282 255 1 0 821179968 0 148 0.000000
591 284 255 1 0 821179968 0 148 0.000000
604 284 255 1 0 821179968 0 148 0.000000
615 282 255 1 0 821179968 0 148 0.000000
624 276 255 1 0 821179968 0 148 0.000000
632 268 255 1 0 821179968 0 148 0.000000
639 258 255 1 0 821179968 0 148 0.000000
645 247 255 1 0 821179968 0 148 0.000000
653 232 255 1 0 821179968 0 148 0.000000
658 219 255 1 0 821179968 0 148 0.000000
660 206 255 1 0 821179968 0 148 0.000000
661 193 255 1 0 821179968 0 148 0.000000
661 178 255 1 0 821179968 0 148 0.000000
659 166 255 1 0 821179968 0 148 0.000000
655 157 255 1 0 821179968 0 148 0.000000
649 151 255 1 0 821179969 0 148 0.000000
643 148 255 1 0 821179969 0 148 0.000000
631 148 255 1 0 821179969 0 148 0.000000
618 151 255 1 0 821179969 0 148 0.000000
599 161 255 1 0 821179969 0 148 0.000000
577 175 255 1 0 821179969 0 148 0.000000
554 191 255 1 0 821179969 0 148 0.000000
526 211 255 1 0 821179969 0 148 0.000000
498 232 255 1 0 821179969 0 148 0.000000
480 248 255 1 0 821179969 0 148 0.000000
470 261 255 1 0 821179969 0 148 0.000000
465 271 255 1 0 821179969 0 148 0.000000
461 279 255 1 0 821179969 0 148 0.000000
460 286 255 1 0 821179969 0 148 0.000000
460 292 255 1 0 821179969 0 148 0.000000
462 297 255 1 0 821179969 0 148 0.000000
466 300 255 1 0 821179969 0 148 0.000000
473 303 255 1 0 821179969 0 148 0.000000
486 305 255 1 0 821179969 0 148 0.000000
503 304 255 1 0 821179969 0 148 0.000000
529 301 255 1 0 821179969 0 148 0.000000
558 296 255 1 0 821179973 0 148 0.000000
589 290 255 1 0 821179973 0 148 0.000000
620 279 255 1 0 821179973 0 148 0.000000
640 270 255 1 0 821179973 0 148 0.000000
655 260 255 1 0 821179973 0 148 0.000000
663 251 255 1 0 821179973 0 148 0.000000
667 241 255 1 0 821179973 0 148 0.000000
667 233 255 1 0 821179973 0 148 0.000000
663 222 255 1 0 821179974 0 148 0.000000
653 209 255 1 0 821179974 0 148 0.000000
624 186 255 1 0 821179974 0 148 0.000000
586 165 255 1 0 821179974 0 148 0.000000
541 150 255 1 0 821179974 0 148 0.000000
489 138 255 1 0 821179974 0 148 0.000000
435 130 255 1 0 821179974 0 148 0.000000
378 123 255 1 0 821179974 0 148 0.000000
330 120 255 1 0 821179974 0 148 0.000000
285 121 255 1 0 821179974 0 148 0.000000
251 124 255 1 0 821179974 0 148 0.000000
230 133 255 1 0 821179974 0 148 0.000000
215 145 255 1 0 821179974 0 148 0.000000
199 163 255 1 0 821179974 0 148 0.000000
184 185 255 1 0 821179974 0 148 0.000000
171 210 255 1 0 821179974 0 148 0.000000
165 227 255 1 0 821179974 0 148 0.000000
161 240 255 1 0 821179974 0 148 0.000000
159 250 255 1 0 821179974 0 148 0.000000
158 255 255 1 0 821179974 0 148 0.000000
158 258 255 1 0 821179974 0 148 0.000000
158 260 255 1 0 821179974 0 148 0.000000
161 260 255 1 0 821179974 0 148 0.000000
167 259 255 1 0 821179974 0 148 0.000000
177 256 255 1 0 821179974 0 148 0.000000
190 255 255 1 0 821179974 0 148 0.000000
202 254 255 1 0 821179974 0 148 0.000000
217 253 255 1 0 821179974 0 148 0.000000
229 252 255 1 0 821179974 0 148 0.000000
286 239 255 1 1 821179974 0 148 0.000000
286 240 255 1 0 821179974 0 148 0.000000
294 246 255 1 0 821179975 0 148 0.000000
306 256 255 1 0 821179975 0 148 0.000000
328 268 255 1 0 821179975 0 148 0.000000
360 284 255 1 0 821179975 0 148 0.000000
394 297 255 1 0 821179975 0 148 0.000000
425 307 255 1 0 821179975 0 148 0.000000
455 314 255 1 0 821179975 0 148 0.000000
486 316 255 1 0 821179975 0 148 0.000000
508 312 255 1 0 821179975 0 148 0.000000
525 301 255 1 0 821179975 0 148 0.000000
537 290 255 1 0 821179975 0 148 0.000000
548 275 255 1 0 821179975 0 148 0.000000
558 261 255 1 0 821179975 0 148 0.000000
565 248 255 1 0 821179975 0 148 0.000000
572 230 255 1 0 821179975 0 148 0.000000
577 213 255 1 0 821179975 0 148 0.000000
581 197 255 1 0 821179975 0 148 0.000000
584 187 255 1 0 821179975 0 148 0.000000
585 178 255 1 0 821179975 0 148 0.000000
585 173 255 1 0 821179975 0 148 0.000000
585 170 255 1 0 821179975 0 148 0.000000
585 166 255 1 0 821179975 0 148 0.000000
583 164 255 1 0 821179975 0 148 0.000000
576 164 255 1 0 821179975 0 148 0.000000
565 165 255 1 0 821179975 0 148 0.000000
552 170 255 1 0 821179977 0 148 0.000000
539 178 255 1 0 821179977 0 148 0.000000
521 191 255 1 0 821179977 0 148 0.000000
510 204 255 1 0 821179977 0 148 0.000000
500 220 255 1 0 821179977 0 148 0.000000
492 241 255 1 0 821179977 0 148 0.000000
485 259 255 1 0 821179977 0 148 0.000000
480 271 255 1 0 821179977 0 148 0.000000
477 281 255 1 0 821179977 0 148 0.000000
476 285 255 1 0 821179977 0 148 0.000000
476 288 255 1 0 821179977 0 148 0.000000
476 290 255 1 0 821179977 0 148 0.000000
